RES_ID,Date,Level,Storage
19,1987/8/31,803.751504,38.41426764
19,1987/9/7,803.251632,36.66642648
19,1987/9/21,802.267128,33.32739612
19,1987/9/28,801.755064,31.55365188
19,1987/10/5,801.239952,29.71823364
19,1987/10/12,800.682168,28.27012812
19,1987/10/19,800.063424,26.4211416
19,1987/10/26,799.624512,25.16669244
19,1987/11/2,798.990528,23.43118608
19,1987/11/9,798.618672,22.45303644
19,1987/11/16,798.365688,21.80669292
19,1987/11/23,798.213288,21.42308064
19,1987/11/30,798.051744,21.02343312
19,1987/12/7,805.79976,46.0026366
19,1987/12/14,809.298864,60.89567412
19,1987/12/21,808.902624,59.33902236
19,1987/12/28,808.637448,57.881049
19,1988/1/4,809.244,60.64034376
19,1988/1/11,809.96028,64.00651068
19,1988/1/18,809.539656,62.01444048
19,1988/1/25,809.231808,60.58483716
19,1988/2/1,809.256192,591.0934838
19,1988/2/8,809.009304,59.5647492
19,1988/2/15,808.765464,58.45831764
19,1988/2/22,809.771304,56.14924308
19,1988/2/29,808.22292,60.66624684
19,1988/3/1,808.22292,60.66624684
19,1988/3/7,808.262544,56.215851
19,1988/3/8,808.262544,56.215851
19,1988/3/14,808.417992,56.90413284
19,1988/3/15,808.417992,56.90413284
19,1988/3/21,808.536864,57.43329576
19,1988/3/22,808.536864,57.43329576
19,1988/3/28,808.68012,58.07470536
19,1988/3/29,808.68012,58.07470536
19,1988/4/4,808.744128,58.36333968
19,1988/4/5,808.744128,58.36333968
19,1988/4/11,808.81728,58.69637928
19,1988/4/12,808.81728,58.69637928
19,1988/4/18,808.83252,58.7629872
19,1988/4/19,808.83252,58.7629872
19,1988/4/25,808.930056,59.20210608
19,1988/4/26,808.930056,59.20210608
19,1988/5/2,808.997112,59.5092426
19,1988/5/3,808.997112,59.5092426
19,1988/5/9,808.96968,59.38342764
19,1988/5/10,808.96968,59.38342764
19,1988/5/16,808.957488,59.32668756
19,1988/5/17,808.957488,59.32668756
19,1988/5/23,808.930056,59.20210608
19,1988/5/24,808.930056,59.20210608
19,1988/5/30,808.927008,59.1885378
19,1988/5/31,808.927008,59.1885378
19,1988/6/6,808.9392,59.2440444
19,1988/6/7,808.9392,59.2440444
19,1988/6/13,808.930056,59.20210608
19,1988/6/14,808.930056,59.20210608
19,1988/6/20,808.920912,59.16140124
19,1988/6/21,808.920912,59.16140124
19,1988/6/27,808.87824,58.96897836
19,1988/6/28,808.87824,58.96897836
19,1988/7/4,808.72584,58.28069652
19,1988/7/5,808.72584,58.28069652
19,1988/7/11,808.591728,57.6775248
19,1988/7/12,808.591728,57.6775248
19,1988/7/18,808.427136,56.94483768
19,1988/7/19,808.427136,56.94483768
19,1988/7/25,808.097952,55.69655592
19,1988/7/26,808.097952,55.69655592
19,1988/8/1,807.802296,54.21391296
19,1988/8/2,807.802296,54.21391296
19,1988/8/6,807.479208,
19,1988/8/7,807.479208,
19,1988/8/8,807.396912,52.484574
19,1988/8/9,807.30852,52.484574
19,1988/8/10,807.2628,
19,1988/8/11,807.2628,
19,1988/8/12,807.128688,
19,1988/8/13,807.128688,
19,1988/8/15,807.006768,50.850213
19,1988/8/16,806.909232,50.850213
19,1988/8/17,806.85132,
19,1988/8/18,806.8056,
19,1988/8/19,806.750736,
19,1988/8/20,806.689776,
19,1988/8/21,806.63796,
19,1988/8/22,806.610528,49.22571984
19,1988/8/23,792.48,49.22571984
19,1988/8/24,792.48,
19,1988/8/25,792.48,
19,1988/8/26,792.48,
19,1988/8/27,792.48,
19,1988/8/28,792.48,
19,1988/8/29,806.16552,47.4396408
19,1988/8/30,792.48,47.4396408
19,1988/8/31,792.48,
19,1988/9/1,792.48,
19,1988/9/2,792.48,
19,1988/9/3,792.48,
19,1988/9/4,792.48,
19,1988/9/5,805.64736,45.4105662
19,1988/9/6,792.48,45.4105662
19,1988/9/7,792.48,
19,1988/9/8,792.48,
19,1988/9/9,792.48,
19,1988/9/10,792.48,
19,1988/9/11,792.48,
19,1988/9/12,805.248072,43.88228448
19,1988/9/13,792.48,43.88228448
19,1988/9/14,792.48,
19,1988/9/15,792.48,
19,1988/9/16,792.48,
19,1988/9/17,792.48,
19,1988/9/18,792.48,
19,1988/9/19,652.323816,41.92105128
19,1988/9/20,804.601896,41.92105128
19,1988/9/21,804.601896,
19,1988/9/22,804.470832,
19,1988/9/23,804.470832,
19,1988/9/24,804.339768,
19,1988/9/25,804.27576,
19,1988/9/26,804.205656,
19,1988/9/27,804.1386,
19,1988/9/28,804.083736,
19,1988/9/29,804.083736,
19,1988/9/30,803.949624,
19,1988/10/1,803.885616,
19,1988/10/2,803.81856,
19,1988/10/3,803.72712,38.32792404
19,1988/10/4,803.72712,38.32792404
19,1988/10/6,803.550336,
19,1988/10/7,803.48328,
19,1988/10/8,803.413176,
19,1988/10/9,803.352216,
19,1988/10/10,803.282112,
19,1988/10/11,803.282112,
19,1988/10/12,803.144952,
19,1988/10/13,803.099232,
19,1988/10/14,803.032176,
19,1988/10/15,803.032176,
19,1988/10/17,802.824912,
19,1988/10/18,802.754808,
19,1988/10/19,802.681656,
19,1988/10/20,802.620696,
19,1988/10/21,802.550592,
19,1988/10/22,802.47744,
19,1988/10/23,802.47744,
19,1988/10/24,802.386,33.72457668
19,1988/10/25,802.270176,33.72457668
19,1988/10/26,802.270176,
19,1988/10/27,802.129968,
19,1988/10/28,802.053768,
19,1988/10/29,801.98976,
19,1988/10/30,801.916608,
19,1988/10/31,801.846504,31.86942276
19,1988/11/1,801.779448,31.86942276
19,1988/11/2,801.76116,
19,1988/11/3,801.712392,
19,1988/11/4,801.65448,
19,1988/11/5,801.599616,
19,1988/11/6,801.544752,
19,1988/11/7,801.523416,30.90607488
19,1988/11/8,801.447216,30.90607488
19,1988/11/9,801.450264,
19,1988/11/10,801.44112,
19,1988/11/11,801.416736,
19,1988/11/12,801.392352,
19,1988/11/13,801.596568,
19,1988/11/14,801.681912,31.41550212
19,1988/11/15,801.876984,31.41550212
19,1988/11/16,802.1574,
19,1988/11/17,802.44696,
19,1988/11/18,802.581072,
19,1988/11/19,802.666416,
19,1988/11/20,802.733472,
19,1988/11/21,802.776144,35.03576592
19,1988/11/22,806.250864,35.03576592
19,1988/11/23,807.936408,
19,1988/11/24,808.36008,
19,1988/11/25,808.783752,
19,1988/11/26,809.097696,
19,1988/11/27,809.1678,
19,1988/11/28,809.146464,60.19259052
19,1988/11/29,809.176944,60.19259052
19,1988/11/30,809.115984,
19,1988/12/1,809.048928,
19,1988/12/2,809.009304,
19,1988/12/3,808.960536,
19,1988/12/4,808.911768,
19,1988/12/5,808.899576,59.0651898
19,1988/12/6,808.899576,59.0651898
19,1988/12/8,808.704504,
19,1988/12/9,808.670976,
19,1988/12/10,808.670976,
19,1988/12/11,808.576488,
19,1988/12/12,808.552104,57.50113716
19,1988/12/13,808.552104,57.50113716
19,1988/12/19,808.500288,57.2704764
19,1988/12/20,808.500288,57.2704764
19,1988/12/26,808.6344,57.86748072
19,1988/12/27,808.6344,57.86748072
19,1989/1/2,808.36008,56.64263508
19,1989/1/5,808.567344,57.52580676
19,1989/1/6,808.658784,57.93902256
19,1989/1/7,808.704504,58.15118112
19,1989/1/8,808.734984,58.29303132
19,1989/1/9,808.759368,58.43118108
19,1989/1/10,809.402496,61.35082824
19,1989/1/11,809.42688,61.4643084
19,1989/1/12,809.341536,61.07082828
19,1989/1/13,809.265336,60.72175344
19,1989/1/14,809.19828,60.41338344
19,1989/1/15,809.13732,60.14078436
19,1989/1/16,809.128176,60.10994736
19,1989/1/17,808.128432,55.55963964
19,1989/1/18,807.38472,52.37479428
19,1989/1/19,809.13732,60.14078436
19,1989/1/20,809.19828,60.41338344
19,1989/1/21,809.244,60.62430852
19,1989/1/22,809.420784,61.43223792
19,1989/1/23,809.432976,61.51858152
19,1989/1/24,809.33544,61.0387578
19,1989/1/25,809.265336,60.72175344
19,1989/1/27,809.204376,60.43681956
19,1989/1/28,809.173896,60.30730416
19,1989/1/30,809.1678,60.29126892
19,1989/2/1,809.186088,60.35664336
19,1989/2/2,809.155608,60.22096056
19,1989/2/3,809.119032,60.06060816
19,1989/2/4,809.07636,59.86571832
19,1989/2/5,809.03064,59.65849368
19,1989/2/6,809.027592,59.52651132
19,1989/2/7,808.975776,59.41179768
19,1989/2/9,808.920912,59.15893428
19,1989/2/10,808.899576,59.06025588
19,1989/2/13,808.826424,58.73461716
19,1989/2/14,808.750224,58.36704012
19,1989/2/15,808.704504,58.15118112
19,1989/2/16,808.66488,57.97232652
19,1989/2/17,808.613064,57.73673184
19,1989/2/18,808.670976,57.99699612
19,1989/2/19,808.863,58.8863352
19,1989/2/20,811.968912,59.16140124
19,1989/2/21,809.058072,59.77814124
19,1989/2/22,809.207424,60.45408828
19,1989/2/23,809.253144,60.66501336
19,1989/2/24,809.225712,60.54289884
19,1989/2/25,809.179992,60.33320724
19,1989/2/27,809.125128,60.0951456
19,1989/3/1,809.079408,59.87435268
19,1989/3/2,809.216568,60.49479312
19,1989/3/3,809.234856,60.58360368
19,1989/3/4,809.256192,60.6810486
19,1989/3/5,810.015144,64.23593796
19,1989/3/6,809.99076,64.1532948
19,1989/3/7,809.704248,62.74959456
19,1989/3/8,809.978568,64.06448424
19,1989/3/9,810.682656,67.50465996
19,1989/3/10,810.34128,65.83452804
19,1989/3/11,810.085248,64.58007888
19,1989/3/12,809.877984,63.57725964
19,1989/3/13,809.8536,63.49461648
19,1989/3/14,809.631096,62.41532148
19,1989/3/15,809.512224,61.859022
19,1989/3/17,809.64024,62.4510924
19,1989/3/18,810.0822,64.56404364
19,1989/3/19,809.99076,64.12492476
19,1989/3/20,810.518064,63.75734772
19,1989/3/21,809.65548,62.5251012
19,1989/3/22,809.5488,62.02677528
19,1989/3/23,809.567088,62.11558584
19,1989/3/24,809.673768,62.6176122
19,1989/3/25,809.881032,63.59576184
19,1989/3/26,809.749968,62.96792052
19,1989/3/27,809.698152,62.76192936
19,1989/3/28,809.588424,62.20809684
19,1989/3/29,809.50308,61.81708368
19,1989/3/30,809.448216,61.56175332
19,1989/4/1,809.512224,61.859022
19,1989/4/2,809.661576,62.55840516
19,1989/4/3,809.682912,62.69038752
19,1989/4/4,809.545752,62.00950656
19,1989/4/5,809.44212,61.52968284
19,1989/4/6,809.356776,61.1374362
19,1989/4/8,809.234856,60.58360368
19,1989/4/9,809.189136,60.3726786
19,1989/4/10,809.170848,60.3048372
19,1989/4/11,809.216568,60.49479312
19,1989/4/12,809.219616,60.51082836
19,1989/4/13,809.158656,60.23576232
19,1989/4/14,809.085504,59.90642316
19,1989/4/15,809.033688,59.66712804
19,1989/4/17,808.95444,59.31435276
19,1989/4/18,808.936152,59.23417656
19,1989/4/19,808.899576,59.06025588
19,1989/4/20,808.856904,58.86043212
19,1989/4/21,808.829472,58.72844976
19,1989/4/22,808.805088,58.621137
19,1989/4/23,808.795944,58.58043216
19,1989/4/24,808.789848,58.56933084
19,1989/4/25,808.753272,58.38307536
19,1989/4/27,808.701456,58.14378024
19,1989/4/28,808.689264,58.08580668
19,1989/4/29,808.692312,58.1030754
19,1989/5/1,808.69536,58.14254676
19,1989/5/5,808.69536,58.11047628
19,1989/5/8,808.692312,58.1030754
19,1989/5/9,808.750224,58.36704012
19,1989/5/10,808.762416,58.4237802
19,1989/5/12,808.795944,58.58043216
19,1989/5/13,808.805088,58.621137
19,1989/5/14,808.81728,58.67911056
19,1989/5/15,808.823376,58.72104888
19,1989/5/16,808.844712,58.81109292
19,1989/5/17,808.853856,58.84439688
19,1989/5/19,808.863,58.8863352
19,1989/5/21,808.859952,58.87770084
19,1989/5/22,808.869096,58.92704004
19,1989/5/23,808.905672,59.08492548
19,1989/5/24,808.890432,59.01831756
19,1989/5/25,808.869096,58.91840568
19,1989/5/27,808.853856,58.84439688
19,1989/5/28,808.844712,58.81109292
19,1989/5/29,808.838616,63.50448432
19,1989/5/30,808.81728,58.67911056
19,1989/6/1,808.808136,58.63840572
19,1989/6/3,808.789848,58.5471282
19,1989/6/5,808.811184,58.66677576
19,1989/6/6,808.811184,58.6458066
19,1989/6/8,808.780704,58.50642336
19,1989/6/11,808.762416,58.4237802
19,1989/6/12,808.768512,58.4731194
19,1989/6/13,808.74108,58.3251018
19,1989/6/14,808.72584,58.24985952
19,1989/6/16,808.698408,58.127745
19,1989/6/18,808.677072,58.0290666
19,1989/6/19,808.670976,58.03276704
19,1989/6/20,808.637448,57.850212
19,1989/6/21,808.616112,57.75276708
19,1989/6/22,808.606968,57.70342788
19,1989/6/23,808.582584,57.59858208
19,1989/6/24,808.552104,57.45303144
19,1989/6/25,808.524672,57.32968344
19,1989/6/26,808.524672,57.37902264
19,1989/6/27,808.46676,57.0731196
19,1989/6/29,808.411896,56.81655576
19,1989/7/1,808.34484,56.52175404
19,1989/7/2,808.320456,56.40950736
19,1989/7/3,808.280832,56.2343532
19,1989/7/5,808.210728,55.92721668
19,1989/7/6,808.180248,55.78659996
19,1989/7/9,808.064424,55.27717272
19,1989/7/10,808.052232,55.29320796
19,1989/7/11,807.988224,54.94413312
19,1989/7/12,807.945552,54.75911112
19,1989/7/14,807.838872,54.2977896
19,1989/7/15,807.799248,54.13003632
19,1989/7/16,807.76572,53.98571916
19,1989/7/17,807.70476,53.72545488
19,1989/7/21,807.515784,52.92369288
19,1989/7/23,807.406056,52.46360484
19,1989/7/24,807.396912,52.484574
19,1989/7/25,807.305472,52.04422164
19,1989/7/28,807.14088,51.374442
19,1989/7/29,807.07992,51.12034512
19,1989/7/31,807.009816,50.8625478
19,1989/8/3,806.79036,49.95840696
19,1989/8/4,806.738544,49.74131448
19,1989/8/5,806.680632,49.49585196
19,1989/8/6,806.613576,49.21461852
19,1989/8/7,806.59224,49.15171104
19,1989/8/8,806.488608,48.70025736
19,1989/8/10,806.357544,48.16492704
19,1989/8/11,806.281344,47.85655704
19,1989/8/12,806.22648,47.63329716
19,1989/8/13,806.153328,47.3409624
19,1989/8/14,806.138088,47.33109456
19,1989/8/15,806.01312,46.77726204
19,1989/8/16,805.958256,46.56140304
19,1989/8/17,805.879008,46.24809912
19,1989/8/21,805.699176,45.61162344
19,1989/8/25,805.382184,44.34730644
19,1989/8/28,805.214544,43.75523604
19,1989/8/29,805.117008,43.36175592
19,1989/9/1,804.921936,42.63893664
19,1989/9/3,804.806112,42.1911834
19,1989/9/4,804.79392,42.18131556
19,1989/9/5,804.678096,41.70765924
19,1989/9/6,804.589704,41.37461964
19,1989/9/7,804.547032,41.21550072
19,1989/9/9,804.388536,40.62589728
19,1989/9/11,804.294048,40.35083124
19,1989/9/14,804.03192,39.33074328
19,1989/9/15,803.967912,39.10501644
19,1989/9/16,803.922192,38.94219708
19,1989/9/17,803.867328,38.7497742
19,1989/9/18,803.8338,38.7066024
19,1989/9/21,803.583864,37.76792412
19,1989/9/22,803.510712,37.52122812
19,1989/9/24,803.373552,37.0537392
19,1989/9/25,803.349168,37.00563348
19,1989/9/26,803.236392,36.59488464
19,1989/9/27,803.172384,36.38395956
19,1989/9/28,803.099232,36.11506092
19,1989/9/29,803.062656,35.97321072
19,1989/10/1,802.931592,35.51065572
19,1989/10/2,802.901112,35.46131652
19,1989/10/5,802.681656,34.64351928
19,1989/10/11,802.236648,33.13867368
19,1989/10/15,801.925752,32.11118484
19,1989/10/16,801.843456,31.85955492
19,1989/10/17,801.782496,31.6634316
19,1989/10/20,801.550848,30.9418458
19,1989/10/23,801.602664,31.16017176
19,1989/10/24,802.093392,32.65761648
19,1989/10/25,802.276272,33.24968688
19,1989/10/26,802.382952,33.62589828
19,1989/10/28,802.626792,34.44862944
19,1989/10/30,802.657272,34.63488492
19,1989/11/4,802.56888,34.25620656
19,1989/11/6,802.510968,32.90801292
19,1989/11/7,802.419528,33.73937844
19,1989/11/12,802.123872,32.748894
19,1989/11/13,802.09644,32.76616272
19,1989/11/15,801.922704,32.11118484
19,1989/11/16,801.849552,31.87805712
19,1989/11/17,801.788592,31.68070032
19,1989/11/18,801.724584,31.48581048
19,1989/11/19,801.657528,31.27365192
19,1989/11/20,801.630096,31.24774884
19,1989/11/21,801.520368,30.837
19,1989/11/22,801.453312,30.64704408
19,1989/11/27,801.553896,31.0035198
19,1989/11/28,801.636192,31.20334356
19,1989/12/1,801.691056,31.3797312
19,1989/12/2,801.7002,31.39699992
19,1989/12/4,801.709344,31.50431268
19,1989/12/5,801.7002,31.39699992
19,1989/12/6,801.697152,31.39699992
19,1989/12/7,801.703248,31.41550212
19,1989/12/8,801.706296,31.41550212
19,1989/12/9,801.721536,31.46854176
19,1989/12/10,801.736776,31.5215814
19,1989/12/11,801.748968,31.6325946
19,1989/12/12,801.748968,31.55611884
19,1989/12/13,801.73068,31.5030792
19,1989/12/14,801.703248,31.41550212
19,1989/12/15,801.681912,31.34396028
19,1989/12/17,801.620952,31.1515374
19,1989/12/18,801.611808,31.1885418
19,1989/12/19,801.526464,30.8555022
19,1989/12/20,801.4716,30.69885024
19,1989/12/21,801.416736,30.52739652
19,1989/12/22,801.358824,30.3559428
19,1989/12/23,801.297864,30.16845384
19,1989/12/24,801.239952,29.98343184
19,1989/12/25,801.206424,29.8995552
19,1989/12/26,801.096696,29.53074468
19,1989/12/27,801.02964,29.31611916
19,1989/12/28,800.947344,29.05338792
19,1989/12/29,800.886384,28.87453332
19,1989/12/30,800.822376,28.66484172
19,1990/1/1,800.727888,28.40951136
19,1990/1/2,800.666928,
19,1990/1/4,800.599872,27.99506208
19,1990/1/5,800.529768,27.77550264
19,1990/1/6,800.493192,27.6669564
19,1990/1/7,802.3098,33.38166924
19,1990/1/8,805.37304,44.35840776
19,1990/1/9,805.787568,45.89655732
19,1990/1/10,806.162472,47.3779668
19,1990/1/11,806.381928,48.2660724
19,1990/1/12,806.628816,49.28122644
19,1990/1/13,807.006768,50.82677688
19,1990/1/15,807.494448,52.83364884
19,1990/1/16,807.662088,53.53796592
19,1990/1/17,807.790104,54.08439756
19,1990/1/18,807.875448,54.458142
19,1990/1/19,807.930312,54.69003624
19,1990/1/20,807.976032,54.88986
19,1990/1/21,808.000416,54.99840624
19,1990/1/22,808.033944,55.14519036
19,1990/1/23,808.064424,55.27717272
19,1990/1/24,808.088808,55.38571896
19,1990/1/25,808.107096,55.4634282
19,1990/1/26,808.13148,55.5744414
19,1990/1/27,808.149768,55.65338412
19,1990/1/28,808.158912,55.691622
19,1990/1/29,808.168056,55.8026352
19,1990/1/30,808.259496,56.14060872
19,1990/1/31,808.320456,56.40950736
19,1990/2/1,808.363128,56.60933112
19,1990/2/2,808.31436,56.38483776
19,1990/2/3,808.353984,56.5612254
19,1990/2/4,808.402752,56.78448528
19,1990/2/5,808.414944,56.89056456
19,1990/2/6,808.51248,57.27417684
19,1990/2/9,808.616112,57.75276708
19,1990/2/10,808.7106,58.18448508
19,1990/2/11,808.823376,58.70378016
19,1990/2/12,808.92396,59.176203
19,1990/2/13,808.997112,59.50800912
19,1990/2/14,809.006256,59.54748048
19,1990/2/15,809.021496,59.61902232
19,1990/2/16,809.042832,59.71523376
19,1990/2/17,809.012352,59.57831748
19,1990/2/18,808.972728,59.39699592
19,1990/2/19,808.95444,59.31435276
19,1990/2/21,808.890432,59.01831756
19,1990/2/22,808.92396,59.176203
19,1990/2/23,809.018448,59.60422056
19,1990/2/24,809.128176,60.09144516
19,1990/2/25,809.204376,60.43681956
19,1990/2/26,809.234856,60.58360368
19,1990/2/27,809.22876,60.5515332
19,1990/2/28,809.225712,60.54289884
19,1990/3/1,809.192184,60.38994732
19,1990/3/2,809.237904,60.6008724
19,1990/3/3,809.30496,60.89937456
19,1990/3/4,809.329344,61.01532168
19,1990/3/5,809.28972,60.8537358
19,1990/3/6,809.250096,60.656379
19,1990/3/7,809.207424,60.45408828
19,1990/3/9,809.134272,60.12351564
19,1990/3/10,809.204376,60.43681956
19,1990/3/11,809.21352,60.48615876
19,1990/3/12,809.176944,60.33320724
19,1990/3/13,809.158656,60.23576232
19,1990/3/14,809.186088,60.35664336
19,1990/3/15,809.21352,60.48615876
19,1990/3/16,809.207424,60.45408828
19,1990/3/17,809.173896,60.30730416
19,1990/3/18,809.140368,60.14695176
19,1990/3/19,809.128176,60.10994736
19,1990/3/20,809.070264,59.83488132
19,1990/3/21,809.036736,59.68316328
19,1990/3/22,809.003208,59.53884612
19,1990/3/23,808.975776,59.41179768
19,1990/3/24,808.9392,59.2440444
19,1990/3/25,808.902624,59.07629112
19,1990/3/26,808.89348,60.27153324
19,1990/3/27,808.820328,58.6951458
19,1990/3/28,808.811184,58.6458066
19,1990/3/29,808.844712,58.81109292
19,1990/3/30,808.829472,58.72844976
19,1990/4/1,808.81728,58.67911056
19,1990/4/2,808.81728,58.67911056
19,1990/4/3,808.829472,58.72844976
19,1990/4/4,808.835568,58.76175372
19,1990/4/5,808.856904,58.86043212
19,1990/4/7,808.869096,58.91840568
19,1990/4/8,808.881288,58.97637924
19,1990/4/9,808.87824,58.96897836
19,1990/4/10,808.89348,59.0343528
19,1990/4/11,808.890432,59.01831756
19,1990/4/12,808.89348,59.0343528
19,1990/4/13,808.896528,59.04298716
19,1990/4/14,808.899576,59.06025588
19,1990/4/15,808.89348,59.0343528
19,1990/4/16,808.89348,59.03805324
19,1990/4/17,808.881288,58.97637924
19,1990/4/18,808.87824,58.960344
19,1990/4/19,808.87824,58.960344
19,1990/4/20,808.87824,58.960344
19,1990/4/21,808.881288,58.97637924
19,1990/4/22,808.89348,59.0343528
19,1990/4/23,808.902624,59.07875808
19,1990/4/24,808.89348,59.0343528
19,1990/4/25,808.884336,58.99364796
19,1990/4/26,808.875192,58.94307528
19,1990/4/28,808.856904,58.86043212
19,1990/4/29,808.856904,58.86043212
19,1990/4/30,808.84776,58.81972728
19,1990/5/1,808.84776,58.81972728
19,1990/5/2,808.844712,58.81109292
19,1990/5/3,808.84776,58.81972728
19,1990/5/4,808.835568,58.76175372
19,1990/5/5,808.823376,58.70378016
19,1990/5/6,808.798992,58.58906652
19,1990/5/7,808.780704,58.528626
19,1990/5/8,808.777656,58.497789
19,1990/5/9,808.762416,58.4237802
19,1990/5/10,808.750224,58.36704012
19,1990/5/11,808.734984,58.29303132
19,1990/5/12,808.716696,58.20915468
19,1990/5/13,808.69536,58.11047628
19,1990/5/14,808.68012,58.04510184
19,1990/5/15,808.66488,57.97232652
19,1990/5/16,808.628304,57.8008728
19,1990/5/17,808.613064,57.73673184
19,1990/5/18,808.594776,57.65532216
19,1990/5/19,808.606968,57.70342788
19,1990/5/20,808.606968,57.70342788
19,1990/5/21,808.610016,57.75893448
19,1990/5/22,809.055024,59.77197384
19,1990/5/23,809.176944,60.31593852
19,1990/5/24,809.109888,60.01126896
19,1990/5/25,809.04588,59.72386812
19,1990/5/26,809.07636,59.86571832
19,1990/5/27,809.631096,62.41532148
19,1990/5/28,809.621952,62.4017532
19,1990/5/29,809.38116,61.25091636
19,1990/5/30,809.722536,62.84210556
19,1990/5/31,809.829216,63.35029932
19,1990/6/1,809.652432,62.50783248
19,1990/6/2,809.475648,61.68756828
19,1990/6/3,809.338488,61.05602652
19,1990/6/4,809.60976,60.92404416
19,1990/6/5,809.173896,60.30730416
19,1990/6/7,809.070264,59.83488132
19,1990/6/8,809.027592,59.64369192
19,1990/6/9,808.98492,59.45126904
19,1990/6/10,808.942248,59.26131312
19,1990/6/11,808.930056,59.20210608
19,1990/6/13,808.863,58.8863352
19,1990/6/14,808.856904,58.86043212
19,1990/6/15,808.869096,58.91840568
19,1990/6/16,808.866048,58.90237044
19,1990/6/17,808.856904,58.86043212
19,1990/6/18,808.850808,58.836996
19,1990/6/19,808.83252,
19,1990/6/20,808.829472,
19,1990/6/21,808.838616,
19,1990/6/22,808.850808,
19,1990/6/23,808.853856,
19,1990/6/24,808.859952,
19,1990/6/25,808.866048,58.91347176
19,1990/6/26,808.856904,
19,1990/6/27,808.863,
19,1990/6/28,808.856904,
19,1990/6/29,808.863,
19,1990/6/30,808.853856,
19,1990/7/1,808.844712,
19,1990/7/2,808.844712,58.81726032
19,1990/7/3,808.83252,
19,1990/7/4,808.820328,
19,1990/7/5,808.811184,
19,1990/7/6,808.814232,
19,1990/7/7,808.808136,
19,1990/7/8,808.795944,
19,1990/7/9,808.795944,58.59770088
19,1990/7/10,808.774608,
19,1990/7/11,808.762416,
19,1990/7/12,808.747176,
19,1990/7/13,808.734984,
19,1990/7/14,808.698408,
19,1990/7/15,808.692312,
19,1990/7/16,808.686216,58.10184192
19,1990/7/17,808.637448,
19,1990/7/18,808.613064,
19,1990/7/19,808.594776,
19,1990/7/20,808.561248,
19,1990/7/21,808.518576,
19,1990/7/22,808.463712,
19,1990/7/23,808.448472,57.03981564
19,1990/7/24,808.363128,
19,1990/7/25,808.305216,
19,1990/7/26,808.265592,
19,1990/7/27,808.213776,
19,1990/7/28,808.168056,
19,1990/7/29,808.113192,
19,1990/7/30,808.094904,55.48069692
19,1990/7/31,808.003464,
19,1990/8/1,807.945552,
19,1990/8/2,807.884592,
19,1990/8/4,807.762672,53.96968392
19,1990/8/6,807.68952,53.74149012
19,1990/8/7,807.588936,53.22959592
19,1990/8/8,807.531024,52.9841334
19,1990/8/9,807.470064,52.72880304
